COUNTRY_EN,STATE_EN,CITY_EN,COUNTRY_FR,STATE_FR,CITY_FR,COUNTRY_ES,STATE_ES,CITY_ES,COUNTRY_CODE,STATE_CODE
IVORY COAST,"Abidjan	","Abidjan	",CÔTE D'IVOIRE,"Abidjan	","Abidjan	",,,,,
IVORY COAST,"Abidjan	","Anyama	",CÔTE D'IVOIRE,"Abidjan	","Anyama	",,,,,
IVORY COAST,"Abidjan	","Bingerville	",CÔTE D'IVOIRE,"Abidjan	","Bingerville	",,,,,
IVORY COAST,"Bas-Sassandra	","Balokuya	",CÔTE D'IVOIRE,"Bas-Sassandra	","Balokuya	",,,,,
IVORY COAST,"Bas-Sassandra	","Grand-Zattry	",CÔTE D'IVOIRE,"Bas-Sassandra	","Grand-Zattry	",,,,,
IVORY COAST,"Bas-Sassandra	","Méagui	",CÔTE D'IVOIRE,"Bas-Sassandra	","Méagui	",,,,,
IVORY COAST,"Bas-Sassandra	","San Pédro	",CÔTE D'IVOIRE,"Bas-Sassandra	","San Pédro	",,,,,
IVORY COAST,"Bas-Sassandra	","Sassandra	",CÔTE D'IVOIRE,"Bas-Sassandra	","Sassandra	",,,,,
IVORY COAST,"Bas-Sassandra	","Soubré	",CÔTE D'IVOIRE,"Bas-Sassandra	","Soubré	",,,,,
IVORY COAST,"Bas-Sassandra	","Tabou	",CÔTE D'IVOIRE,"Bas-Sassandra	","Tabou	",,,,,
IVORY COAST,"Comoé	","Abengourou	",CÔTE D'IVOIRE,"Comoé	","Abengourou	",,,,,
IVORY COAST,"Comoé	","Aboisso	",CÔTE D'IVOIRE,"Comoé	","Aboisso	",,,,,
IVORY COAST,"Comoé	","Adiaké	",CÔTE D'IVOIRE,"Comoé	","Adiaké	",,,,,
IVORY COAST,"Comoé	","Agnibilékrou	",CÔTE D'IVOIRE,"Comoé	","Agnibilékrou	",,,,,
IVORY COAST,"Comoé	","Bonoua	",CÔTE D'IVOIRE,"Comoé	","Bonoua	",,,,,
IVORY COAST,"Comoé	","Niablé	",CÔTE D'IVOIRE,"Comoé	","Niablé	",,,,,
IVORY COAST,"Denguélé	","Odienné	",CÔTE D'IVOIRE,"Denguélé	","Odienné	",,,,,
IVORY COAST,"Gôh-Djiboua	","Divo	",CÔTE D'IVOIRE,"Gôh-Djiboua	","Divo	",,,,,
IVORY COAST,"Gôh-Djiboua	","Diégonéfla	",CÔTE D'IVOIRE,"Gôh-Djiboua	","Diégonéfla	",,,,,
IVORY COAST,"Gôh-Djiboua	","Gagnoa	",CÔTE D'IVOIRE,"Gôh-Djiboua	","Gagnoa	",,,,,
IVORY COAST,"Gôh-Djiboua	","Hiré	",CÔTE D'IVOIRE,"Gôh-Djiboua	","Hiré	",,,,,
IVORY COAST,"Gôh-Djiboua	","Lakota	",CÔTE D'IVOIRE,"Gôh-Djiboua	","Lakota	",,,,,
IVORY COAST,"Gôh-Djiboua	",Oumé,CÔTE D'IVOIRE,"Gôh-Djiboua	",Oumé,,,,,
IVORY COAST,"Lacs	","Arrah	",CÔTE D'IVOIRE,"Lacs	","Arrah	",,,,,
IVORY COAST,"Lacs	",Daoukro,CÔTE D'IVOIRE,"Lacs	",Daoukro,,,,,
IVORY COAST,"Lacs	",Dimbokro,CÔTE D'IVOIRE,"Lacs	",Dimbokro,,,,,
IVORY COAST,"Lacs	","Dimbokro	",CÔTE D'IVOIRE,"Lacs	","Dimbokro	",,,,,
IVORY COAST,"Lacs	",M'batto,CÔTE D'IVOIRE,"Lacs	",M'batto,,,,,
IVORY COAST,"Lacs	","Tiébissou	",CÔTE D'IVOIRE,"Lacs	","Tiébissou	",,,,,
IVORY COAST,"Lacs	",Toumodi,CÔTE D'IVOIRE,"Lacs	",Toumodi,,,,,
IVORY COAST,"Lagunes	",Adzopé,CÔTE D'IVOIRE,"Lagunes	",Adzopé,,,,,
