COUNTRY_EN,STATE_EN,CITY_EN,COUNTRY_FR,STATE_FR,CITY_FR,COUNTRY_ES,STATE_ES,CITY_ES,COUNTRY_CODE,STATE_CODE
ERITREA,"Ānseba	","Ādī Tekelezan	",ERYTHREE,"Ānseba	","Ādī Tekelezan	",,,,,
ERITREA,"Ānseba	","Hageza (Hagaz)	",ERYTHREE,"Ānseba	","Hageza (Hagaz)	",,,,,
ERITREA,"Ānseba	","Keren	",ERYTHREE,"Ānseba	","Keren	",,,,,
ERITREA,"Debub [Southern]	","Ādī K'eyih (Adi Qayeh)	",ERYTHREE,"Debub [Southern]	","Ādī K'eyih (Adi Qayeh)	",,,,,
ERITREA,"Debub [Southern]	","Ādī Kwala (Adi Qala)	",ERYTHREE,"Debub [Southern]	","Ādī Kwala (Adi Qala)	",,,,,
ERITREA,"Debub [Southern]	","Ādī Ugrī (Mendefera)	",ERYTHREE,"Debub [Southern]	","Ādī Ugrī (Mendefera)	",,,,,
ERITREA,"Debub [Southern]	","Āreza	",ERYTHREE,"Debub [Southern]	","Āreza	",,,,,
ERITREA,"Debub [Southern]	","Dek'emhāre	",ERYTHREE,"Debub [Southern]	","Dek'emhāre	",,,,,
ERITREA,"Debub [Southern]	","Segeneytī (Segeneiti)	",ERYTHREE,"Debub [Southern]	","Segeneytī (Segeneiti)	",,,,,
ERITREA,"Debub [Southern]	","Sen'afē	",ERYTHREE,"Debub [Southern]	","Sen'afē	",,,,,
ERITREA,"Debubawī K'eyih Bahrī [Southern Red Sea]	","Āseb (Assab)	",ERYTHREE,"Debubawī K'eyih Bahrī [Southern Red Sea]	","Āseb (Assab)	",,,,,
ERITREA,"Gash Barka	","Āk'ordat (Agordat)	",ERYTHREE,"Gash Barka	","Āk'ordat (Agordat)	",,,,,
ERITREA,"Gash Barka	","Barentu	",ERYTHREE,"Gash Barka	","Barentu	",,,,,
ERITREA,"Gash Barka	","Guluy (Golluj)	",ERYTHREE,"Gash Barka	","Guluy (Golluj)	",,,,,
ERITREA,"Gash Barka	","Om Hājer (Umhajer)	",ERYTHREE,"Gash Barka	","Om Hājer (Umhajer)	",,,,,
ERITREA,"Gash Barka	","Teseney (Tessenei)	",ERYTHREE,"Gash Barka	","Teseney (Tessenei)	",,,,,
ERITREA,"Ma'ākel [Central]	","Āsmera (Asmara)	",ERYTHREE,"Ma'ākel [Central]	","Āsmera (Asmara)	",,,,,
ERITREA,"Semēnawi K'eyih Bahrī [Northern Red Sea]	","Āfabēt	",ERYTHREE,"Semēnawi K'eyih Bahrī [Northern Red Sea]	","Āfabēt	",,,,,
ERITREA,"Semēnawi K'eyih Bahrī [Northern Red Sea]	","Gīnda (Ghinda)	",ERYTHREE,"Semēnawi K'eyih Bahrī [Northern Red Sea]	","Gīnda (Ghinda)	",,,,,
ERITREA,"Semēnawi K'eyih Bahrī [Northern Red Sea]	","Mits'iwa (Massawa)	",ERYTHREE,"Semēnawi K'eyih Bahrī [Northern Red Sea]	","Mits'iwa (Massawa)	",,,,,
ERITREA,"Semēnawi K'eyih Bahrī [Northern Red Sea]	","Nak'fa (Nacfa)	",ERYTHREE,"Semēnawi K'eyih Bahrī [Northern Red Sea]	","Nak'fa (Nacfa)	",,,,,
