COUNTRY_EN,STATE_EN,CITY_EN,COUNTRY_FR,STATE_FR,CITY_FR,COUNTRY_ES,STATE_ES,CITY_ES,COUNTRY_CODE,STATE_CODE
FRANCE,"Auvergne - Rhône - Alpes	","Annecy	",FRANCE,"Auvergne - Rhône - Alpes	","Annecy	",,,,,
FRANCE,"Auvergne - Rhône - Alpes	","Clermont-Ferrand	",FRANCE,"Auvergne - Rhône - Alpes	","Clermont-Ferrand	",,,,,
FRANCE,"Auvergne - Rhône - Alpes	","Grenoble	",FRANCE,"Auvergne - Rhône - Alpes	","Grenoble	",,,,,
FRANCE,"Auvergne - Rhône - Alpes	","Lyon	",FRANCE,"Auvergne - Rhône - Alpes	","Lyon	",,,,,
FRANCE,"Auvergne - Rhône - Alpes	","Saint-Étienne	",FRANCE,"Auvergne - Rhône - Alpes	","Saint-Étienne	",,,,,
FRANCE,"Auvergne - Rhône - Alpes	","Villeurbanne	",FRANCE,"Auvergne - Rhône - Alpes	","Villeurbanne	",,,,,
FRANCE,"Bourgogne - Franche-Comté [Burgundy]	","Besançon	",FRANCE,"Bourgogne - Franche-Comté [Burgundy]	","Besançon	",,,,,
FRANCE,"Bourgogne - Franche-Comté [Burgundy]	","Dijon	",FRANCE,"Bourgogne - Franche-Comté [Burgundy]	","Dijon	",,,,,
FRANCE,"Bretagne [Brittany]	","Brest	",FRANCE,"Bretagne [Brittany]	","Brest	",,,,,
FRANCE,"Bretagne [Brittany]	","Rennes	",FRANCE,"Bretagne [Brittany]	","Rennes	",,,,,
FRANCE,"Centre - Val de Loire	","Orléans	",FRANCE,"Centre - Val de Loire	","Orléans	",,,,,
FRANCE,"Centre - Val de Loire	","Tours	",FRANCE,"Centre - Val de Loire	","Tours	",,,,,
FRANCE,"Grand Est	","Metz	",FRANCE,"Grand Est	","Metz	",,,,,
FRANCE,"Grand Est	","Mulhouse	",FRANCE,"Grand Est	","Mulhouse	",,,,,
FRANCE,"Grand Est	","Nancy	",FRANCE,"Grand Est	","Nancy	",,,,,
FRANCE,"Grand Est	","Reims	",FRANCE,"Grand Est	","Reims	",,,,,
FRANCE,"Grand Est	","Strasbourg	",FRANCE,"Grand Est	","Strasbourg	",,,,,
FRANCE,"Hauts-de-France	","Amiens	",FRANCE,"Hauts-de-France	","Amiens	",,,,,
FRANCE,"Hauts-de-France	","Lille	",FRANCE,"Hauts-de-France	","Lille	",,,,,
FRANCE,"Île-de-France	","Argenteuil	",FRANCE,"Île-de-France	","Argenteuil	",,,,,
FRANCE,"Île-de-France	","Boulogne-Billancourt	",FRANCE,"Île-de-France	","Boulogne-Billancourt	",,,,,
FRANCE,"Île-de-France	","Montreuil	",FRANCE,"Île-de-France	","Montreuil	",,,,,
FRANCE,"Île-de-France	","Paris	",FRANCE,"Île-de-France	","Paris	",,,,,
FRANCE,"Île-de-France	","Saint-Denis	",FRANCE,"Île-de-France	","Saint-Denis	",,,,,
FRANCE,"Normandie [Normandy]	","Caen	",FRANCE,"Normandie [Normandy]	","Caen	",,,,,
FRANCE,"Normandie [Normandy]	","Le Havre	",FRANCE,"Normandie [Normandy]	","Le Havre	",,,,,
FRANCE,"Normandie [Normandy]	","Rouen	",FRANCE,"Normandie [Normandy]	","Rouen	",,,,,
FRANCE,"Nouvelle-Aquitaine	","Bordeaux	",FRANCE,"Nouvelle-Aquitaine	","Bordeaux	",,,,,
FRANCE,"Nouvelle-Aquitaine	","Limoges	",FRANCE,"Nouvelle-Aquitaine	","Limoges	",,,,,
FRANCE,"Occitanie (Pyrénées-Méditerranée) [Occitania]	","Montpellier	",FRANCE,"Occitanie (Pyrénées-Méditerranée) [Occitania]	","Montpellier	",,,,,
FRANCE,"Occitanie (Pyrénées-Méditerranée) [Occitania]	","Nîmes	",FRANCE,"Occitanie (Pyrénées-Méditerranée) [Occitania]	","Nîmes	",,,,,
FRANCE,"Occitanie (Pyrénées-Méditerranée) [Occitania]	","Perpignan	",FRANCE,"Occitanie (Pyrénées-Méditerranée) [Occitania]	","Perpignan	",,,,,
FRANCE,"Occitanie (Pyrénées-Méditerranée) [Occitania]	","Toulouse	",FRANCE,"Occitanie (Pyrénées-Méditerranée) [Occitania]	","Toulouse	",,,,,
FRANCE,"Pays de la Loire	","Angers	",FRANCE,"Pays de la Loire	","Angers	",,,,,
FRANCE,"Pays de la Loire	","Le Mans	",FRANCE,"Pays de la Loire	","Le Mans	",,,,,
FRANCE,"Pays de la Loire	","Nantes	",FRANCE,"Pays de la Loire	","Nantes	",,,,,
FRANCE,"Provence - Alpes - Côte d'Azur	","Aix-en-Provence	",FRANCE,"Provence - Alpes - Côte d'Azur	","Aix-en-Provence	",,,,,
FRANCE,"Provence - Alpes - Côte d'Azur	","Marseille	",FRANCE,"Provence - Alpes - Côte d'Azur	","Marseille	",,,,,
FRANCE,"Provence - Alpes - Côte d'Azur	","Nice	",FRANCE,"Provence - Alpes - Côte d'Azur	","Nice	",,,,,
FRANCE,"Provence - Alpes - Côte d'Azur	","Toulon	",FRANCE,"Provence - Alpes - Côte d'Azur	","Toulon	",,,,,
FRANCE,Île-de-France,Cergy,FRANCE,Île-de-France,Cergy,,,,,
