COUNTRY_EN,STATE_EN,CITY_EN,COUNTRY_FR,STATE_FR,CITY_FR,COUNTRY_ES,STATE_ES,CITY_ES,COUNTRY_CODE,STATE_CODE
FINLAND,"Åland [Åland Islands]	","Mariehamn	",FINLANDE,"Åland [Åland Islands]	","Mariehamn	",,,,,
FINLAND,"Etelä-Karjala [South Karelia]	","Imatra	",FINLANDE,"Etelä-Karjala [South Karelia]	","Imatra	",,,,,
FINLAND,"Etelä-Karjala [South Karelia]	","Lappeenranta	",FINLANDE,"Etelä-Karjala [South Karelia]	","Lappeenranta	",,,,,
FINLAND,"Etelä-Pohjanmaa [South Ostrobothnia]	","Kurikka	",FINLANDE,"Etelä-Pohjanmaa [South Ostrobothnia]	","Kurikka	",,,,,
FINLAND,"Etelä-Pohjanmaa [South Ostrobothnia]	","Seinäjoki	",FINLANDE,"Etelä-Pohjanmaa [South Ostrobothnia]	","Seinäjoki	",,,,,
FINLAND,"Etelä-Savo [South Savonia]	","Mikkeli	",FINLANDE,"Etelä-Savo [South Savonia]	","Mikkeli	",,,,,
FINLAND,"Etelä-Savo [South Savonia]	","Pieksämäki	",FINLANDE,"Etelä-Savo [South Savonia]	","Pieksämäki	",,,,,
FINLAND,"Etelä-Savo [South Savonia]	","Savonlinna	",FINLANDE,"Etelä-Savo [South Savonia]	","Savonlinna	",,,,,
FINLAND,"Kainuu	","Kajaani	",FINLANDE,"Kainuu	","Kajaani	",,,,,
FINLAND,"Kanta-Häme [Tavastia Proper]	","Hämeenlinna	",FINLANDE,"Kanta-Häme [Tavastia Proper]	","Hämeenlinna	",,,,,
FINLAND,"Keski-Pohjanmaa [Central Ostrobothnia]	","Kokkola (Karleby)	",FINLANDE,"Keski-Pohjanmaa [Central Ostrobothnia]	","Kokkola (Karleby)	",,,,,
FINLAND,"Keski-Suomi [Central Finland]	","Äänekoski	",FINLANDE,"Keski-Suomi [Central Finland]	","Äänekoski	",,,,,
FINLAND,"Keski-Suomi [Central Finland]	","Jämsä	",FINLANDE,"Keski-Suomi [Central Finland]	","Jämsä	",,,,,
FINLAND,"Keski-Suomi [Central Finland]	","Jyväskylä	",FINLANDE,"Keski-Suomi [Central Finland]	","Jyväskylä	",,,,,
FINLAND,"Kymenlaakso (Kymmenedalen)	","Hamina	",FINLANDE,"Kymenlaakso (Kymmenedalen)	","Hamina	",,,,,
FINLAND,"Kymenlaakso (Kymmenedalen)	","Kotka	",FINLANDE,"Kymenlaakso (Kymmenedalen)	","Kotka	",,,,,
FINLAND,"Kymenlaakso (Kymmenedalen)	","Kouvola	",FINLANDE,"Kymenlaakso (Kymmenedalen)	","Kouvola	",,,,,
FINLAND,"Lappi [Lapland]	","Kemi	",FINLANDE,"Lappi [Lapland]	","Kemi	",,,,,
FINLAND,"Lappi [Lapland]	","Tornio	",FINLANDE,"Lappi [Lapland]	","Tornio	",,,,,
FINLAND,"Päijät-Häme [Päijänne Tavastia]	","Hollola	",FINLANDE,"Päijät-Häme [Päijänne Tavastia]	","Hollola	",,,,,
