COUNTRY_EN,STATE_EN,CITY_EN,COUNTRY_FR,STATE_FR,CITY_FR,COUNTRY_ES,STATE_ES,CITY_ES,COUNTRY_CODE,STATE_CODE
UNITED KINGDOM,England	,Shoreham-by-Sea	,ROYAUME-UNI,England	,Shoreham-by-Sea	,,,,,
UNITED KINGDOM,England	,Shrewsbury	,ROYAUME-UNI,England	,Shrewsbury	,,,,,
UNITED KINGDOM,England	,Sittingbourne	,ROYAUME-UNI,England	,Sittingbourne	,,,,,
UNITED KINGDOM,England	,Slough	,ROYAUME-UNI,England	,Slough	,,,,,
UNITED KINGDOM,England	,Smethwick	,ROYAUME-UNI,England	,Smethwick	,,,,,
UNITED KINGDOM,England	,Solihull	,ROYAUME-UNI,England	,Solihull	,,,,,
UNITED KINGDOM,England	,Southampton	,ROYAUME-UNI,England	,Southampton	,,,,,
UNITED KINGDOM,England	,Southend-on-Sea	,ROYAUME-UNI,England	,Southend-on-Sea	,,,,,
UNITED KINGDOM,England	,Southport	,ROYAUME-UNI,England	,Southport	,,,,,
UNITED KINGDOM,England	,South Shields	,ROYAUME-UNI,England	,South Shields	,,,,,
UNITED KINGDOM,England	,Stafford	,ROYAUME-UNI,England	,Stafford	,,,,,
UNITED KINGDOM,England	,St Albans	,ROYAUME-UNI,England	,St Albans	,,,,,
UNITED KINGDOM,England	,Stevenage	,ROYAUME-UNI,England	,Stevenage	,,,,,
UNITED KINGDOM,England	,St Helens	,ROYAUME-UNI,England	,St Helens	,,,,,
UNITED KINGDOM,England	,Stockport	,ROYAUME-UNI,England	,Stockport	,,,,,
UNITED KINGDOM,England	,Stockton-on-Tees	,ROYAUME-UNI,England	,Stockton-on-Tees	,,,,,
UNITED KINGDOM,England	,Stoke-on-Trent	,ROYAUME-UNI,England	,Stoke-on-Trent	,,,,,
UNITED KINGDOM,England	,Stourbridge	,ROYAUME-UNI,England	,Stourbridge	,,,,,
UNITED KINGDOM,England	,Sunderland	,ROYAUME-UNI,England	,Sunderland	,,,,,
UNITED KINGDOM,England	,Sutton Coldfield	,ROYAUME-UNI,England	,Sutton Coldfield	,,,,,
UNITED KINGDOM,England	,Swindon	,ROYAUME-UNI,England	,Swindon	,,,,,
UNITED KINGDOM,England	,Tamworth	,ROYAUME-UNI,England	,Tamworth	,,,,,
UNITED KINGDOM,England	,Taunton	,ROYAUME-UNI,England	,Taunton	,,,,,
UNITED KINGDOM,England	,Telford	,ROYAUME-UNI,England	,Telford	,,,,,
UNITED KINGDOM,England	,Torquay	,ROYAUME-UNI,England	,Torquay	,,,,,
UNITED KINGDOM,England	,Tynemouth	,ROYAUME-UNI,England	,Tynemouth	,,,,,
UNITED KINGDOM,England	,Wakefield	,ROYAUME-UNI,England	,Wakefield	,,,,,
UNITED KINGDOM,England	,Wallasey	,ROYAUME-UNI,England	,Wallasey	,,,,,
UNITED KINGDOM,England	,Walsall	,ROYAUME-UNI,England	,Walsall	,,,,,
UNITED KINGDOM,England	,Walton-on-Thames	,ROYAUME-UNI,England	,Walton-on-Thames	,,,,,
UNITED KINGDOM,England	,Warrington	,ROYAUME-UNI,England	,Warrington	,,,,,
UNITED KINGDOM,England	,Washington	,ROYAUME-UNI,England	,Washington	,,,,,
UNITED KINGDOM,England	,Watford	,ROYAUME-UNI,England	,Watford	,,,,,
UNITED KINGDOM,England	,Wellingborough	,ROYAUME-UNI,England	,Wellingborough	,,,,,
UNITED KINGDOM,England	,Welwyn Garden City	,ROYAUME-UNI,England	,Welwyn Garden City	,,,,,
UNITED KINGDOM,England	,West Bromwich	,ROYAUME-UNI,England	,West Bromwich	,,,,,
UNITED KINGDOM,England	,Weston-super-Mare	,ROYAUME-UNI,England	,Weston-super-Mare	,,,,,
UNITED KINGDOM,England	,Weymouth	,ROYAUME-UNI,England	,Weymouth	,,,,,
UNITED KINGDOM,England	,Widnes	,ROYAUME-UNI,England	,Widnes	,,,,,
UNITED KINGDOM,England	,Wigan	,ROYAUME-UNI,England	,Wigan	,,,,,
